PlayerID,nameFirst,nameLast,FullName,DebutYear,FinalYear,Years,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,BAvg,OBP,Slg,TB,PrimaryPosition,GG,InductionYear,votedBy
myersgr01,Greg,Myers,Greg Myers,1987,2005,18,1108,3042,333,776,150,7,87,396,3,12,268,539,28,3,12,27,106,0.2551,0.31347,0.39481,1201,Catcher,0,0,
purcebl01,Blondie,Purcell,Blondie Purcell,1879,1890,12,1097,4563,767,1217,177,60,13,495,197,0,284,170,0,28,0,0,0,0.26671,0.31364,0.34035,1553,Outfield,0,0,
kennete02,Terry,Kennedy,Terry Kennedy,1978,1991,14,1491,4979,474,1313,244,12,113,628,6,15,365,855,86,16,22,39,125,0.26371,0.31376,0.38562,1920,Catcher,0,0,
anderma02,Marlon,Anderson,Marlon Anderson,1998,2009,12,1151,3204,392,849,174,20,63,371,71,24,227,471,28,15,31,31,60,0.26498,0.31378,0.39076,1252,SecondBase,0,0,
muellra01,Ray,Mueller,Ray Mueller,1935,1951,14,985,2911,281,733,123,23,56,373,14,0,250,322,0,13,64,0,77,0.2518,0.3138,0.36757,1070,Catcher,0,0,
mcculcl01,Clyde,McCullough,Clyde McCullough,1940,1956,15,1098,3121,308,785,121,28,52,339,27,1,265,398,3,20,50,3,87,0.25152,0.31388,0.35822,1118,Catcher,0,0,
tolanbo01,Bobby,Tolan,Bobby Tolan,1965,1979,13,1282,4238,572,1121,173,34,86,497,193,100,258,587,27,65,64,39,91,0.26451,0.31391,0.38226,1620,Outfield,0,0,
allenbe01,Bernie,Allen,Bernie Allen,1962,1973,12,1139,3404,357,815,140,21,73,351,13,16,370,424,52,8,24,17,60,0.23942,0.31403,0.35723,1216,SecondBase,0,0,
kessido01,Don,Kessinger,Don Kessinger,1964,1979,16,2078,7651,899,1931,254,80,14,527,100,85,684,759,69,22,132,40,132,0.25239,0.31404,0.31199,2387,Shortstop,2,0,
jacksro02,Ron,Jackson,Ron Jackson,1975,1984,10,926,2986,356,774,165,22,56,342,23,27,213,329,17,35,31,20,73,0.25921,0.31407,0.38547,1151,FirstBase,0,0,
wilsomo01,Mookie,Wilson,Mookie Wilson,1980,1991,12,1403,5094,731,1397,227,71,67,438,327,98,282,866,36,23,22,20,66,0.27424,0.31408,0.38614,1967,Outfield,0,0,
dailyco01,Con,Daily,Con Daily,1885,1896,13,630,2222,280,541,74,22,2,262,94,0,208,208,0,21,4,0,0,0.24347,0.31416,0.29928,665,Catcher,0,0,
mcmilro01,Roy,McMillan,Roy McMillan,1951,1966,16,2093,6752,739,1639,253,35,68,594,41,36,665,711,47,57,140,39,163,0.24274,0.31426,0.32079,2166,Shortstop,3,0,
gonzami01,Mike,Gonzalez,Mike Gonzalez,1912,1932,17,1042,2829,283,717,123,19,13,263,52,10,231,198,0,20,69,0,0,0.25345,0.31429,0.32414,917,Catcher,0,0,
wardjo01,John,Ward,John Ward,1878,1894,17,1825,7647,1408,2104,231,96,26,867,540,0,420,326,0,17,0,0,0,0.27514,0.31432,0.34066,2605,Shortstop,0,1964,Veterans
milledo02,Dots,Miller,Dots Miller,1909,1921,12,1589,5805,711,1526,232,108,32,715,177,30,391,454,0,45,235,0,0,0.26288,0.31437,0.35659,2070,FirstBase,0,0,
busbyji01,Jim,Busby,Jim Busby,1950,1962,13,1352,4250,541,1113,162,35,48,438,97,48,310,439,4,23,57,15,83,0.26188,0.31448,0.35035,1489,Outfield,0,0,
valleda01,Dave,Valle,Dave Valle,1984,1996,13,970,2775,314,658,121,12,77,350,5,7,258,413,11,63,33,17,105,0.23712,0.31449,0.37261,1034,Catcher,0,0,
brookhu01,Hubie,Brooks,Hubie Brooks,1980,1994,15,1645,5974,656,1608,290,31,149,824,64,56,387,1005,62,38,12,65,163,0.26917,0.31451,0.40291,2407,Outfield,0,0,
gonzare01,Rene,Gonzales,Rene Gonzales,1984,1997,13,705,1539,185,368,59,4,19,136,23,16,161,230,3,13,33,10,54,0.23912,0.31457,0.31969,492,ThirdBase,0,0,
powervi01,Vic,Power,Vic Power,1954,1965,12,1627,6046,765,1716,290,49,126,658,45,35,279,247,26,15,73,48,145,0.28382,0.31465,0.41052,2482,FirstBase,7,0,
bautida01,Danny,Bautista,Danny Bautista,1993,2004,12,895,2517,317,685,121,19,62,319,37,16,149,409,12,15,20,17,75,0.27215,0.31468,0.40922,1030,Outfield,0,0,
cimolgi01,Gino,Cimoli,Gino Cimoli,1956,1965,10,969,3054,370,808,133,48,44,321,21,6,221,474,13,14,43,25,89,0.26457,0.31473,0.38278,1169,Outfield,0,0,
valenbo02,Bobby,Valentine,Bobby Valentine,1969,1979,10,639,1698,176,441,59,9,12,157,27,20,140,134,5,9,35,27,49,0.25972,0.31483,0.32627,554,Shortstop,0,0,
parenfr01,Freddy,Parent,Freddy Parent,1899,1911,12,1327,4984,633,1306,180,74,20,471,184,0,333,0,0,51,203,0,0,0.26204,0.31483,0.33989,1694,Shortstop,0,0,
boonebo01,Bob,Boone,Bob Boone,1972,1990,19,2264,7245,679,1838,303,26,105,826,38,50,663,608,90,20,142,78,191,0.25369,0.31489,0.34617,2508,Catcher,7,0,
shumpte01,Terry,Shumpert,Terry Shumpert,1990,2003,14,854,1969,295,497,109,26,49,223,85,29,166,369,5,24,32,22,33,0.25241,0.31499,0.40884,805,SecondBase,0,0,
officro01,Rowland,Office,Rowland Office,1972,1983,11,899,2413,259,626,101,11,32,242,27,30,189,311,15,16,23,20,52,0.25943,0.31501,0.35019,845,Outfield,0,0,
dilonmi01,Miguel,Dilone,Miguel Dilone,1974,1985,12,800,2000,314,530,67,25,6,129,267,78,142,197,2,6,30,4,37,0.265,0.31506,0.3325,665,Outfield,0,0,
desauge01,Gene,Desautels,Gene Desautels,1930,1946,13,712,2012,211,469,73,11,3,187,12,6,232,168,0,9,57,0,20,0.2331,0.31514,0.28479,573,Catcher,0,0,
olivege01,Gene,Oliver,Gene Oliver,1959,1969,10,786,2216,268,546,111,5,93,320,24,21,215,420,22,15,5,16,62,0.24639,0.31519,0.4269,946,Catcher,0,0,
davalvi01,Vic,Davalillo,Vic Davalillo,1963,1980,16,1458,4017,509,1122,160,37,36,329,125,58,212,422,29,10,32,25,43,0.27931,0.3152,0.36445,1464,Outfield,1,0,
samueju01,Juan,Samuel,Juan Samuel,1983,1998,16,1720,6081,873,1578,287,102,161,703,396,143,440,1442,38,74,27,42,81,0.2595,0.3152,0.41967,2552,SecondBase,0,0,
girarjo01,Joe,Girardi,Joe Girardi,1989,2003,15,1277,4127,454,1100,186,26,36,422,44,31,279,607,34,25,81,23,137,0.26654,0.31522,0.35038,1446,Catcher,0,0,
malzofr01,Frank,Malzone,Frank Malzone,1955,1966,12,1441,5428,647,1486,239,21,133,728,14,14,337,434,26,17,31,55,165,0.27377,0.31523,0.39904,2166,ThirdBase,3,0,
consobi01,Billy,Consolo,Billy Consolo,1953,1962,10,603,1178,158,260,31,11,9,83,9,10,161,297,3,3,18,3,24,0.22071,0.31524,0.28862,340,Shortstop,0,0,
valenel01,Ellis,Valentine,Ellis Valentine,1975,1985,10,894,3166,380,881,169,15,123,474,59,37,180,462,9,7,5,34,81,0.27827,0.31532,0.45768,1449,Outfield,1,0,
sierrru01,Ruben,Sierra,Ruben Sierra,1986,2006,20,2186,8044,1084,2152,428,59,306,1322,142,52,610,1239,102,7,1,120,193,0.26753,0.31534,0.44953,3616,Outfield,0,0,
orourfr01,Frank,O'Rourke,Frank O'Rourke,1912,1931,14,1131,4069,547,1032,196,42,15,430,100,59,314,377,0,53,170,0,0,0.25362,0.31537,0.3335,1357,ThirdBase,0,0,
roystje01,Jerry,Royster,Jerry Royster,1973,1988,16,1428,4208,552,1049,165,33,40,352,189,95,411,534,20,11,69,33,90,0.24929,0.31546,0.3327,1400,ThirdBase,0,0,
boyleja01,Jack,Boyle,Jack Boyle,1886,1898,13,1086,4222,668,1067,137,54,23,569,125,0,328,234,0,59,28,0,0,0.25272,0.31547,0.3271,1381,Catcher,0,0,
larueja01,Jason,LaRue,Jason LaRue,1999,2010,12,922,2719,307,628,148,7,96,348,14,11,237,760,39,107,22,18,74,0.23097,0.31548,0.39647,1078,Catcher,0,0,
pendlte01,Terry,Pendleton,Terry Pendleton,1984,1998,15,1893,7032,851,1897,356,39,140,946,127,59,486,979,77,15,37,67,178,0.26977,0.31553,0.39121,2751,ThirdBase,3,0,
fordho01,Hod,Ford,Hod Ford,1919,1933,15,1446,4833,484,1269,200,55,16,494,21,28,351,354,0,24,177,0,4,0.26257,0.31567,0.33664,1627,Shortstop,0,0,
robinwi01,Wilbert,Robinson,Wilbert Robinson,1886,1902,17,1371,5075,637,1388,212,51,18,722,196,0,286,178,0,27,31,0,0,0.2735,0.3157,0.34601,1756,Catcher,0,0,
coangi01,Gil,Coan,Gil Coan,1946,1956,11,918,2877,384,731,98,44,39,278,83,38,232,384,0,28,27,2,25,0.25408,0.31571,0.3594,1034,Outfield,0,0,
gagliph01,Phil,Gagliano,Phil Gagliano,1963,1974,12,702,1411,150,336,50,7,14,159,5,4,163,184,7,4,12,15,35,0.23813,0.31576,0.31325,442,SecondBase,0,0,
wallati01,Tim,Wallach,Tim Wallach,1980,1996,17,2212,8099,908,2085,432,36,260,1125,51,66,649,1307,89,77,6,77,192,0.25744,0.31577,0.41598,3369,ThirdBase,3,0,
trillma01,Manny,Trillo,Manny Trillo,1973,1989,17,1780,5950,598,1562,239,33,61,571,56,57,452,742,35,34,88,49,143,0.26252,0.31581,0.34454,2050,SecondBase,3,0,
buechst01,Steve,Buechele,Steve Buechele,1985,1995,11,1334,4266,501,1046,183,21,137,547,17,28,408,842,31,43,50,23,107,0.24519,0.31582,0.39428,1682,ThirdBase,0,0,
thomage01,George,Thomas,George Thomas,1957,1971,13,685,1688,203,430,71,9,46,202,13,12,138,343,4,18,10,11,31,0.25474,0.3159,0.38922,657,Outfield,0,0,
koenima01,Mark,Koenig,Mark Koenig,1925,1936,12,1162,4271,572,1190,195,49,28,443,31,14,222,190,0,11,99,0,36,0.27862,0.31594,0.36689,1567,Shortstop,0,0,
caterda01,Danny,Cater,Danny Cater,1964,1975,12,1289,4451,491,1229,191,29,66,519,26,30,254,406,33,22,22,36,160,0.27612,0.31598,0.37654,1676,FirstBase,0,0,
mcmulke01,Ken,McMullen,Ken McMullen,1962,1977,16,1583,5131,568,1273,172,26,156,606,20,19,510,815,47,17,34,38,134,0.2481,0.31601,0.38297,1965,ThirdBase,0,0,
satrito01,Tom,Satriano,Tom Satriano,1961,1970,10,674,1623,130,365,53,5,21,157,7,8,214,225,27,6,14,8,49,0.22489,0.31605,0.30253,491,Catcher,0,0,
bellge02,George,Bell,George Bell,1981,1993,12,1587,6123,814,1702,308,34,265,1002,67,36,331,771,53,49,0,83,165,0.27797,0.31613,0.46921,2873,Outfield,0,0,
santira01,Ramon,Santiago,Ramon Santiago,2002,2014,10,672,1824,229,455,62,16,25,166,27,13,138,311,1,46,66,13,28,0.24945,0.31618,0.34211,624,Shortstop,0,0,
hummejo01,John,Hummel,John Hummel,1905,1918,12,1161,3906,421,991,128,84,29,394,117,1,346,269,0,11,114,0,0,0.25371,0.31621,0.35177,1374,SecondBase,0,0,
groteje01,Jerry,Grote,Jerry Grote,1963,1981,16,1421,4339,352,1092,160,22,39,404,15,23,399,600,77,26,47,33,131,0.25167,0.31624,0.32565,1413,Catcher,0,0,
stuardi01,Dick,Stuart,Dick Stuart,1958,1969,10,1112,3997,506,1055,157,30,228,743,2,7,301,957,34,22,6,37,118,0.26395,0.31627,0.48937,1956,FirstBase,0,0,
virdobi01,Bill,Virdon,Bill Virdon,1955,1968,12,1583,5980,735,1596,237,81,91,502,47,54,442,647,41,8,53,39,84,0.26689,0.31628,0.37926,2268,Outfield,1,0,
suttoez01,Ezra,Sutton,Ezra Sutton,1871,1888,18,1263,5359,992,1574,227,97,25,671,69,18,169,182,0,8,0,0,0,0.29371,0.31629,0.38627,2070,ThirdBase,0,0,
crossmo01,Monte,Cross,Monte Cross,1892,1907,15,1682,5821,718,1364,232,68,31,621,328,0,616,100,0,82,192,0,0,0.23432,0.31631,0.31352,1825,Shortstop,0,0,
kraneed01,Ed,Kranepool,Ed Kranepool,1962,1979,18,1853,5436,536,1418,225,25,118,614,15,27,454,581,89,14,35,58,138,0.26085,0.31634,0.37656,2047,FirstBase,0,0,
hayesch01,Charlie,Hayes,Charlie Hayes,1988,2001,14,1547,5262,580,1379,251,16,144,740,47,31,420,918,30,21,12,50,155,0.26207,0.31636,0.39795,2094,ThirdBase,0,0,
berarjo01,Johnny,Berardino,Johnny Berardino,1939,1952,11,912,3028,334,755,167,23,36,387,27,29,284,268,0,13,32,0,80,0.24934,0.31639,0.35535,1076,SecondBase,0,0,
hershmi01,Mike,Hershberger,Mike Hershberger,1961,1971,11,1150,3572,398,900,150,22,26,344,74,36,319,311,19,31,33,28,100,0.25196,0.31646,0.32811,1172,Outfield,0,0,
bradlbi01,Bill,Bradley,Bill Bradley,1899,1915,14,1461,5430,754,1471,275,84,33,552,181,0,290,18,0,73,253,0,0,0.2709,0.31659,0.37072,2013,ThirdBase,0,0,
bloomwi01,Willie,Bloomquist,Willie Bloomquist,2002,2015,10,845,2226,318,588,77,17,17,170,124,37,163,383,6,13,24,11,38,0.26415,0.31662,0.33693,750,Outfield,0,0,
willima04,Matt,Williams,Matt Williams,1987,2003,17,1866,7000,997,1878,338,35,378,1218,53,35,469,1363,86,55,9,62,182,0.26829,0.31664,0.48857,3420,ThirdBase,4,0,
thondi01,Dickie,Thon,Dickie Thon,1979,1993,15,1387,4449,496,1176,193,42,71,435,167,63,348,658,51,9,30,35,77,0.26433,0.31667,0.37447,1666,Shortstop,0,0,
smithha08,Hal,Smith,Hal Smith,1955,1964,10,879,2682,269,715,148,10,58,323,7,10,196,361,12,14,20,29,92,0.26659,0.31667,0.39411,1057,Catcher,0,0,
kaskoed01,Eddie,Kasko,Eddie Kasko,1957,1966,10,1077,3546,411,935,146,13,22,261,31,31,265,353,33,20,27,21,77,0.26368,0.31672,0.3308,1173,Shortstop,0,0,
womacto01,Tony,Womack,Tony Womack,1993,2006,13,1303,4963,739,1353,190,59,36,368,363,74,308,649,9,28,57,33,53,0.27262,0.31677,0.35644,1769,SecondBase,0,0,
lemkema01,Mark,Lemke,Mark Lemke,1988,1998,11,1069,3230,349,795,125,15,32,270,11,19,348,341,48,0,56,30,94,0.24613,0.3168,0.32384,1046,SecondBase,0,0,
iorgda01,Dane,Iorg,Dane Iorg,1977,1986,10,743,1647,149,455,103,11,14,216,5,7,107,180,15,2,2,24,54,0.27626,0.31685,0.37766,622,Outfield,0,0,
encarju01,Juan,Encarnacion,Juan Encarnacion,1997,2007,11,1259,4685,618,1264,242,46,156,667,127,59,288,853,13,54,27,41,116,0.2698,0.31689,0.44098,2066,Outfield,0,0,
heffndo01,Don,Heffner,Don Heffner,1934,1944,11,743,2526,275,610,99,19,6,248,18,26,270,218,0,9,41,0,30,0.24149,0.31693,0.30285,765,SecondBase,0,0,
manniri01,Rick,Manning,Rick Manning,1975,1987,13,1555,5248,664,1349,189,43,56,458,168,78,471,616,33,9,61,43,104,0.25705,0.31693,0.34146,1792,Outfield,1,0,
thomade01,Derrel,Thomas,Derrel Thomas,1971,1985,15,1597,4677,585,1163,154,54,43,370,140,92,456,593,32,25,81,29,73,0.24866,0.31695,0.33226,1554,SecondBase,0,0,
mirabdo01,Doug,Mirabelli,Doug Mirabelli,1996,2007,12,566,1456,162,337,78,2,58,206,3,0,165,415,5,21,5,8,32,0.23146,0.31697,0.40728,593,Catcher,0,0,
riggsle01,Lew,Riggs,Lew Riggs,1934,1946,10,760,2477,298,650,110,43,28,271,22,0,181,140,0,17,37,0,44,0.26241,0.31701,0.37545,930,ThirdBase,0,0,
duganjo01,Joe,Dugan,Joe Dugan,1917,1931,14,1447,5410,665,1516,277,46,42,571,37,28,250,419,0,42,177,0,0,0.28022,0.31708,0.37172,2011,ThirdBase,0,0,
schofdi01,Dick,Schofield,Dick Schofield,1953,1971,19,1321,3083,394,699,113,20,21,211,12,29,390,526,18,26,29,17,56,0.22673,0.31712,0.29679,915,Shortstop,0,0,
jorgear01,Arndt,Jorgens,Arndt Jorgens,1929,1939,11,307,738,79,176,31,5,4,89,3,3,85,73,0,0,12,0,0,0.23848,0.31713,0.3103,229,Catcher,0,0,
johnser01,Ernie,Johnson,Ernie Johnson,1912,1925,10,813,2619,372,697,91,36,19,256,114,41,181,153,0,15,100,0,0,0.26613,0.31723,0.35013,917,Shortstop,0,0,
cabreor01,Orlando,Cabrera,Orlando Cabrera,1997,2011,15,1985,7562,985,2055,459,32,123,854,216,57,514,745,26,32,57,90,188,0.27175,0.31727,0.38971,2947,Shortstop,2,0,
galloch01,Chick,Galloway,Chick Galloway,1919,1928,10,1076,3583,391,946,136,46,17,407,79,71,274,225,0,6,133,0,0,0.26402,0.31737,0.34189,1225,Shortstop,0,0,
landrke01,Ken,Landreaux,Ken Landreaux,1977,1987,11,1264,4101,522,1099,180,45,91,479,145,60,299,421,33,19,39,45,78,0.26798,0.31743,0.40039,1642,Outfield,0,0,
wrighge01,George,Wright,George Wright,1871,1882,12,591,2875,665,867,126,61,11,330,41,16,67,119,0,0,0,0,0,0.30157,0.31747,0.3993,1148,Shortstop,0,0,
dernibo01,Bob,Dernier,Bob Dernier,1980,1989,10,904,2483,374,634,92,16,23,152,218,63,222,301,2,8,36,8,34,0.25534,0.31753,0.33306,827,Outfield,1,0,
cairomi01,Miguel,Cairo,Miguel Cairo,1996,2012,16,1420,3806,495,1016,186,32,40,381,135,40,239,462,9,63,86,42,78,0.26695,0.31759,0.36416,1386,SecondBase,0,0,
mcnaier01,Eric,McNair,Eric McNair,1929,1942,14,1251,4519,592,1240,229,29,82,633,59,54,261,328,0,25,64,0,33,0.2744,0.31759,0.39234,1773,Shortstop,0,0,
fletcda01,Darrin,Fletcher,Darrin Fletcher,1989,2002,14,1245,3902,377,1048,214,8,124,583,2,6,255,399,31,49,13,51,122,0.26858,0.31759,0.42286,1650,Catcher,0,0,
lepcite01,Ted,Lepcio,Ted Lepcio,1952,1961,10,729,2092,233,512,91,11,69,251,11,15,209,471,7,19,14,10,44,0.24474,0.3176,0.39771,832,SecondBase,0,0,
wathajo01,John,Wathan,John Wathan,1976,1985,10,860,2505,305,656,90,25,21,261,105,36,199,265,10,14,28,18,89,0.26188,0.31762,0.34291,859,Catcher,0,0,
torreyo01,Yorvit,Torrealba,Yorvit Torrealba,2001,2013,11,782,2502,277,650,146,12,52,309,18,16,192,480,16,27,33,15,92,0.25979,0.31762,0.39009,976,Catcher,0,0,
owenmi01,Mickey,Owen,Mickey Owen,1937,1954,13,1209,3649,338,929,163,21,14,378,36,1,326,181,0,13,80,4,122,0.25459,0.31764,0.32228,1176,Catcher,0,0,
davenji01,Jim,Davenport,Jim Davenport,1958,1970,13,1501,4427,552,1142,177,37,77,456,16,25,382,673,23,23,111,38,104,0.25796,0.31766,0.36684,1624,ThirdBase,1,0,
grammal01,Alex,Grammas,Alex Grammas,1954,1963,10,913,2073,236,512,90,10,12,163,17,14,206,192,22,15,41,13,56,0.24699,0.31773,0.31741,658,Shortstop,0,0,
beckegl01,Glenn,Beckert,Glenn Beckert,1965,1975,11,1320,5208,685,1473,196,31,22,360,49,25,260,243,3,19,58,27,114,0.28283,0.31774,0.34505,1797,SecondBase,1,0,
brownge01,George,Browne,George Browne,1901,1912,12,1102,4300,614,1176,119,55,18,303,190,0,259,1,0,20,138,0,0,0.27349,0.31775,0.3393,1459,Outfield,0,0,
thomapi01,Pinch,Thomas,Pinch Thomas,1912,1921,10,481,1035,88,245,27,8,2,102,12,2,118,82,0,5,40,0,0,0.23671,0.31779,0.28406,294,Catcher,0,0,
grissma02,Marquis,Grissom,Marquis Grissom,1989,2005,17,2165,8275,1187,2251,386,56,227,967,429,116,553,1240,44,31,38,62,171,0.27202,0.31779,0.4145,3430,Outfield,4,0,
vizcajo01,Jose,Vizcaino,Jose Vizcaino,1989,2006,18,1820,5379,633,1453,204,47,36,480,74,62,378,729,33,16,107,38,105,0.27012,0.31785,0.3456,1859,Shortstop,0,0,
lauch01,Charlie,Lau,Charlie Lau,1956,1967,11,527,1170,105,298,63,9,16,140,3,1,109,150,24,5,15,12,28,0.2547,0.3179,0.36496,427,Catcher,0,0,
maranra01,Rabbit,Maranville,Rabbit Maranville,1912,1935,23,2670,10078,1255,2605,380,177,28,884,291,93,839,756,0,39,300,0,21,0.25848,0.31791,0.33965,3423,Shortstop,0,1954,BBWAA
lachaca01,Candy,LaChance,Candy LaChance,1893,1905,12,1263,4919,678,1377,197,86,39,690,192,0,219,124,0,55,102,0,0,0.27993,0.31793,0.37874,1863,FirstBase,0,0,
cummimi01,Midre,Cummings,Midre Cummings,1993,2005,11,460,1113,136,286,60,8,22,124,9,6,94,200,4,9,5,7,14,0.25696,0.31807,0.38455,428,Outfield,0,0,
infanom01,Omar,Infante,Omar Infante,2002,2015,10,942,3162,381,869,153,32,52,317,47,23,204,507,7,11,47,31,54,0.27483,0.31808,0.39279,1242,SecondBase,0,0,
helmswe01,Wes,Helms,Wes Helms,1998,2011,13,1212,2711,280,694,151,14,75,374,3,12,220,687,14,45,12,39,77,0.25599,0.31808,0.40502,1098,ThirdBase,0,0,
hallme01,Mel,Hall,Mel Hall,1981,1996,13,1276,4237,568,1171,229,25,134,620,31,22,267,575,57,16,4,51,69,0.27637,0.31809,0.4371,1852,Outfield,0,0,
parrila01,Larry,Parrish,Larry Parrish,1974,1988,15,1891,6792,850,1789,360,33,256,992,30,36,529,1359,79,42,31,56,187,0.2634,0.3181,0.43919,2983,ThirdBase,0,0,
maymi01,Milt,May,Milt May,1970,1984,15,1192,3693,313,971,147,11,77,443,4,13,305,361,65,9,35,32,98,0.26293,0.31815,0.37124,1371,Catcher,0,0,
mayda01,Dave,May,Dave May,1967,1978,12,1252,3670,462,920,130,20,96,422,60,47,344,501,41,28,25,18,91,0.25068,0.31823,0.37548,1378,Outfield,0,0,
coxbi02,Billy,Cox,Billy Cox,1941,1955,11,1058,3712,470,974,174,32,66,351,42,21,298,218,0,7,62,2,83,0.26239,0.31824,0.37985,1410,ThirdBase,0,0,
harrile01,Lenny,Harris,Lenny Harris,1988,2005,18,1903,3924,460,1055,161,21,37,369,131,54,279,337,26,17,44,25,112,0.26886,0.31826,0.34888,1369,ThirdBase,0,0,
hayesja02,Jackie,Hayes,Jackie Hayes,1927,1940,14,1091,4040,494,1069,196,33,20,493,34,31,309,241,0,9,113,0,5,0.2646,0.31827,0.34431,1391,SecondBase,0,0,
holkewa01,Walter,Holke,Walter Holke,1914,1925,11,1212,4456,464,1278,153,58,24,487,81,50,191,304,0,16,170,0,0,0.2868,0.31846,0.36333,1619,FirstBase,0,0,
klingjo01,Johnny,Kling,Johnny Kling,1900,1913,13,1260,4241,474,1151,181,61,20,513,123,0,281,114,0,12,106,0,0,0.2714,0.31848,0.35699,1514,Catcher,0,0,
spraged02,Ed,Sprague,Ed Sprague,1991,2001,11,1203,4095,506,1010,225,12,152,558,6,12,358,833,21,91,6,37,106,0.24664,0.31849,0.4188,1715,ThirdBase,0,0,
howelja02,Jack,Howell,Jack Howell,1985,1999,11,941,2639,345,632,129,16,108,337,14,15,300,626,31,12,18,13,39,0.23948,0.31849,0.42327,1117,ThirdBase,0,0,
sugdejo01,Joe,Sugden,Joe Sugden,1893,1912,13,835,2726,303,696,72,25,3,283,48,0,220,34,0,33,89,0,0,0.25532,0.31856,0.30337,827,Catcher,0,0,
bressed01,Eddie,Bressoud,Eddie Bressoud,1956,1967,12,1186,3672,443,925,184,40,94,365,9,13,359,723,44,12,38,25,74,0.25191,0.31858,0.4006,1471,Shortstop,0,0,
sukefcl01,Clyde,Sukeforth,Clyde Sukeforth,1926,1945,10,486,1237,122,326,50,14,2,96,12,0,95,57,0,5,25,0,3,0.26354,0.31862,0.33145,410,Catcher,0,0,
perkicy01,Cy,Perkins,Cy Perkins,1915,1934,17,1171,3604,329,933,175,35,30,409,18,34,301,221,0,15,95,0,0,0.25888,0.31862,0.35183,1268,Catcher,0,0,
dempsri01,Rick,Dempsey,Rick Dempsey,1969,1992,24,1766,4692,525,1093,223,12,96,471,20,19,592,736,13,18,63,42,131,0.23295,0.31868,0.34697,1628,Catcher,0,0,
lampkto01,Tom,Lampkin,Tom Lampkin,1988,2002,13,777,1796,224,422,78,8,56,236,23,17,193,286,27,36,10,17,38,0.23497,0.31881,0.38085,684,Catcher,0,0,
mayde01,Derrick,May,Derrick May,1990,1999,10,797,2200,244,596,103,10,52,310,30,12,156,254,26,8,3,19,57,0.27091,0.31893,0.39773,875,Outfield,0,0,
willied01,Eddie,Williams,Eddie Williams,1986,1998,10,395,1145,146,288,47,2,39,150,2,6,101,216,8,17,7,10,50,0.25153,0.31893,0.39825,456,FirstBase,0,0,
cowenal01,Al,Cowens,Al Cowens,1974,1986,13,1584,5534,704,1494,276,68,108,717,120,74,389,659,28,34,28,53,141,0.26997,0.31897,0.40296,2230,Outfield,1,0,
dowdto01,Tommy,Dowd,Tommy Dowd,1891,1901,10,1320,5511,903,1492,163,88,24,501,366,0,369,200,0,22,54,0,0,0.27073,0.31904,0.34531,1903,Outfield,0,0,
chaseha01,Hal,Chase,Hal Chase,1905,1919,15,1919,7417,980,2158,322,124,57,941,363,15,276,306,0,30,216,0,0,0.29095,0.31905,0.39086,2899,FirstBase,0,0,
unserde01,Del,Unser,Del Unser,1968,1982,15,1799,5215,617,1344,179,42,87,481,64,60,481,675,62,9,65,43,62,0.25772,0.31907,0.3582,1868,Outfield,0,0,
lockhke01,Keith,Lockhart,Keith Lockhart,1994,2003,10,979,2268,290,591,117,17,44,268,30,15,195,268,23,14,22,30,36,0.26058,0.31911,0.38536,874,SecondBase,0,0,
fletcar01,Art,Fletcher,Art Fletcher,1909,1922,13,1533,5541,684,1534,238,77,32,675,159,28,203,348,0,141,154,0,0,0.27685,0.31912,0.36492,2022,Shortstop,0,0,
schaege01,Germany,Schaefer,Germany Schaefer,1901,1918,15,1150,3784,497,972,117,48,9,308,201,1,333,28,0,13,175,0,0,0.25687,0.31913,0.3203,1212,SecondBase,0,0,
johnsdo01,Doc,Johnston,Doc Johnston,1909,1922,11,1055,3774,478,992,154,68,14,381,139,48,264,292,0,48,184,0,0,0.26285,0.31914,0.35082,1324,FirstBase,0,0,
cannich01,Chris,Cannizzaro,Chris Cannizzaro,1960,1974,13,740,1950,132,458,66,12,18,169,3,17,241,354,35,7,28,14,67,0.23487,0.31917,0.30872,602,Catcher,0,0,
gantnji01,Jim,Gantner,Jim Gantner,1976,1992,17,1801,6189,726,1696,262,38,47,568,137,78,383,501,40,52,106,52,135,0.27403,0.3192,0.35143,2175,SecondBase,0,0,
wagnehe01,Heinie,Wagner,Heinie Wagner,1902,1918,12,983,3333,402,834,128,47,10,343,144,4,310,63,0,28,100,0,0,0.25023,0.31926,0.32583,1086,Shortstop,0,0,
lummi01,Mike,Lum,Mike Lum,1967,1981,15,1517,3554,404,877,128,20,90,431,13,29,366,506,54,28,18,33,70,0.24676,0.31927,0.37001,1315,Outfield,0,0,
turneje01,Jerry,Turner,Jerry Turner,1974,1983,10,733,1742,222,448,73,9,45,238,45,24,159,245,17,7,8,15,27,0.25718,0.31929,0.38691,674,Outfield,0,0,
relafde01,Desi,Relaford,Desi Relaford,1996,2007,11,939,2939,375,714,147,19,40,308,81,28,293,497,22,50,37,28,58,0.24294,0.31934,0.34672,1019,Shortstop,0,0,
mccarjo03,Johnny,McCarthy,Johnny McCarthy,1934,1948,11,542,1557,182,432,72,16,25,209,8,0,90,114,0,6,19,0,35,0.27746,0.31942,0.39242,611,FirstBase,0,0,
